0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,-0.01723478
1.1,-0.016883186
1.2,-0.016545651
1.3,-0.016221347
1.4,-0.015909512
1.5,-0.015609441
1.6,-0.015320479
1.7,-0.014993214
1.8,-0.014679639
1.9,-0.014378912
2,-0.014090258
2.1,-0.013812966
2.2,-0.013546377
2.3,-0.013289884
2.4,-0.013042923
2.5,-0.013785158
2.6,-0.014616968
2.7,-0.015555608
2.8,-0.016623072
2.9,-0.017847833
3,-0.019267427
3.1,-0.02093236
3.2,-0.022912248
3.3,-0.022587124
3.4,-0.022271098
3.5,-0.021963793
3.6,-0.021664854
3.7,-0.021373942
3.8,-0.02109074
3.9,-0.020814944
4,-0.020546269
4.1,-0.02028444
4.2,-0.020002382
4.3,-0.01972806
4.4,-0.019461161
4.5,-0.019201387
4.6,-0.018948457
4.7,-0.018702103
4.8,-0.018462074
4.9,-0.018228127
5,-0.018000035
5.1,-0.017777581
5.2,-0.018213732
5.3,-0.018671822
5.4,-0.01915355
5.5,-0.019660792
5.6,-0.020195632
5.7,-0.020760385
5.8,-0.021357632
5.9,-0.021990261
6,-0.022661511
6.1,-0.023375032
6.2,-0.023063529
6.3,-0.02276022
6.4,-0.022464785
6.5,-0.022176921
6.6,-0.021896341
6.7,-0.021622773
6.8,-0.021355955
6.9,-0.021095643
7,-0.0208416
7.1,-0.020593602
7.2,-0.020351438
7.3,-0.020693048
7.4,-0.021046322
7.5,-0.021411868
7.6,-0.021790337
7.7,-0.022182425
7.8,-0.022588883
7.9,-0.023010513
8,-0.023448183
8.1,-0.023902826
8.2,-0.024375447
8.3,-0.024867135
8.4,-0.024867135
8.5,-0.024867135
8.6,-0.024867135
8.7,-0.024867135
8.8,-0.024867135
8.9,-0.024867135
9,-0.024867135
9.1,-0.024867135
9.2,-0.024867135
9.3,-0.024867135
9.4,-0.024867135
9.5,-0.024867135
9.6,-0.024894297
9.7,-0.024921518
9.8,-0.024948799
9.9,-0.02497614
10,-0.025003541
10.1,-0.025031002
10.2,-0.025058523
10.3,-0.025086105
10.4,-0.025113748
10.5,-0.025141452
10.6,-0.025169217
10.7,-0.025197043
10.8,-0.025224931
10.9,-0.025677341
11,-0.026146275
11.1,-0.026632656
11.2,-0.027137475
11.3,-0.027661802
11.4,-0.028206789
11.5,-0.028773682
11.6,-0.02936383
11.7,-0.029978691
11.8,-0.030619854
11.9,-0.031289041
12,-0.031988131
12.1,-0.033008297
12.2,-0.034095677
12.3,-0.035257139
12.4,-0.036500523
12.5,-0.037834811
12.6,-0.03927035
12.7,-0.040819122
12.8,-0.042495072
12.9,-0.044314537
13,-0.046296775
13.1,-0.048464652
13.2,-0.050845528
13.3,-0.053472415
13.4,-0.054090661
13.5,-0.054723371
13.6,-0.055371057
13.7,-0.056034259
13.8,-0.05671354
13.9,-0.057409493
14,-0.058122738
14.1,-0.058853929
14.2,-0.059603751
14.3,-0.060372926
14.4,-0.061162213
14.5,-0.06197241
14.6,-0.061503219
14.7,-0.061041079
14.8,-0.060585833
14.9,-0.060137327
15,-0.059695412
15.1,-0.059259945
15.2,-0.058830785
15.3,-0.058407796
15.4,-0.057990847
15.5,-0.057579808
15.6,-0.057174555
15.7,-0.056774967
15.8,-0.057914362
15.9,-0.059100426
16,-0.060336086
16.1,-0.061624519
16.2,-0.06296918
16.3,-0.064373832
16.4,-0.06584258
16.5,-0.067379915
16.6,-0.068990756
16.7,-0.070680503
16.8,-0.072455101
16.9,-0.074321104
17,-0.072013966
