86-90,,90-94,,94,,95,,96,
X,Y,X,Y,X,Y,X,Y,X,Y
1179.1044776119402,244.13145539906105,1500,232.39436619718313,2014.9253731343283,201.87793427230048,2000,170.18779342723008,2746.268656716418,126.76056338028172
1000,240.6103286384977,1335.8208955223881,231.22065727699533,1858.2089552238808,200.7042253521127,1798.5074626865671,167.8403755868545,2544.776119402985,126.76056338028172
865.6716417910447,231.22065727699533,1194.0298507462687,225.35211267605638,1701.4925373134324,197.1830985915493,1619.402985074627,166.0798122065728,2388.0597014925374,129.1079812206573
731.3432835820895,217.7230046948357,1104.4776119402984,217.7230046948357,1500,190.72769953051647,1432.8358208955224,163.1455399061033,2194.0298507462685,130.28169014084511
626.8656716417909,201.87793427230048,1000,204.81220657276998,1335.8208955223881,183.0985915492958,1283.5820895522386,158.45070422535213,1992.537313432836,130.868544600939
500,179.5774647887324,917.9104477611941,191.31455399061036,1194.0298507462687,175.46948356807513,1201.4925373134329,154.34272300469485,1835.8208955223877,130.868544600939
417.91044776119395,160.79812206572774,835.8208955223881,177.23004694835683,1082.089552238806,165.4929577464789,1164.1791044776119,149.0610328638498,1679.1044776119402,130.28169014084511
358.2089552238806,144.9530516431925,768.6567164179105,163.1455399061033,1022.3880597014925,152.58215962441318,1164.1791044776119,139.67136150234745,1552.2388059701493,127.34741784037561
305.9701492537313,124.41314553990614,701.4925373134329,149.0610328638498,977.6119402985075,139.67136150234745,1208.9552238805968,129.6948356807512,1462.6865671641792,124.41314553990614
276.11940298507454,102.69953051643193,649.2537313432836,133.80281690140848,962.686567164179,123.23943661971833,1268.6567164179105,119.71830985915497,1470.1492537313432,117.37089201877939
261.19402985074623,79.81220657276998,611.9402985074626,119.13145539906105,947.7611940298507,109.15492957746483,1320.8955223880596,109.74178403755872,1507.462686567164,110.9154929577465
253.73134328358208,57.511737089201915,611.9402985074626,102.11267605633807,947.7611940298507,93.3098591549296,1402.9850746268658,101.52582159624416,1574.6268656716416,103.87323943661974
328.35820895522374,41.666666666666686,641.7910447761192,86.85446009389676,970.1492537313432,73.94366197183103,1507.462686567164,90.37558685446012,1641.7910447761192,97.4178403755869
447.7611940298507,34.037558685446044,708.9552238805968,73.94366197183103,1089.55223880597,66.90140845070425,1597.0149253731342,83.33333333333337,1731.3432835820895,90.37558685446012
619.4029850746269,26.99530516431929,805.9701492537313,63.96713615023475,1223.8805970149253,62.206572769953084,1671.6417910447758,78.6384976525822,1813.4328358208954,85.68075117370896
835.8208955223881,22.887323943661983,932.8358208955224,53.990610328638525,1440.2985074626863,59.27230046948358,1761.1940298507466,72.76995305164323,1925.3731343283584,80.39906103286387
1082.089552238806,20.5399061032864,1104.4776119402984,48.12206572769958,940.2985074626865,83.92018779342726,1880.597014925373,67.48826291079814,2044.776119402985,76.87793427230048
1447.7611940298507,18.77934272300473,1268.6567164179105,44.60093896713619,1619.402985074627,58.68544600938972,2000,65.14084507042256,2216.417910447761,74.5305164319249
1828.3582089552242,19.36619718309862,1507.462686567164,42.2535211267606,1813.4328358208954,57.511737089201915,2134.3283582089553,63.38028169014089,2343.283582089552,75.11737089201881
2500,18.192488262910814,1723.8805970149256,41.666666666666686,2052.2388059701493,57.511737089201915,2283.582089552239,64.55399061032867,2470.1492537313434,77.4647887323944
2865.6716417910447,19.36619718309862,2000,41.0798122065728,2305.970149253731,56.924882629108,2492.5373134328356,66.90140845070425,2641.7910447761196,78.6384976525822
3171.6417910447763,20.5399061032864,2477.6119402985073,41.666666666666686,2567.1641791044776,58.68544600938972,2701.492537313433,68.66197183098595,2791.0447761194027,80.39906103286387
3447.7611940298507,23.4741784037559,2835.820895522388,41.666666666666686,2791.0447761194027,58.68544600938972,2910.4477611940297,71.59624413145545,2940.2985074626868,82.74647887323945
3671.6417910447767,26.408450704225373,3164.1791044776114,42.2535211267606,3059.7014925373132,58.68544600938972,3067.164179104477,75.11737089201881,3104.477611940298,85.68075117370896
3873.1343283582087,32.27699530516435,3395.522388059701,42.84037558685449,3283.582089552239,59.27230046948358,3268.6567164179105,79.81220657276998,3238.8059701492534,89.20187793427235
4089.5522388059694,41.0798122065728,3634.3283582089557,45.774647887323965,3507.462686567164,61.032863849765306,3462.686567164179,83.33333333333337,3373.1343283582087,93.3098591549296
4276.119402985074,49.882629107981245,3873.1343283582087,50.46948356807516,3716.417910447761,63.96713615023475,3626.8656716417904,89.20187793427235,3477.6119402985078,98.59154929577468
4477.611940298508,59.8591549295775,4074.6268656716425,58.098591549295804,3932.835820895522,68.66197183098595,3805.970149253732,93.89671361502351,3552.2388059701493,103.28638497652585
4664.179104477611,71.59624413145545,4283.582089552239,67.48826291079814,4134.328358208955,76.29107981220662,3970.149253731343,99.76525821596249,3567.164179104477,110.32863849765263
4805.9701492537315,82.74647887323945,4485.074626865671,78.05164319248829,4283.582089552239,85.68075117370896,4126.86567164179,106.22065727699533,3500,116.19718309859158
4940.298507462687,96.2441314553991,4686.567164179105,91.54929577464793,4425.373134328358,93.89671361502351,4231.3432835820895,113.849765258216,3417.910447761194,119.13145539906105
5014.925373134329,107.98122065727702,4835.820895522387,105.63380281690144,4552.23880597015,105.04694835680755,4298.507462686566,123.23943661971833,3328.3582089552237,120.89201877934275
5014.925373134329,245.30516431924886,4940.298507462687,117.37089201877939,4686.567164179105,115.0234741784038,4298.507462686566,136.15023474178406,3223.8805970149256,122.65258215962444
,,5007.4626865671635,125.00000000000003,4820.89552238806,129.1079812206573,4179.10447761194,146.7136150234742,3089.5522388059703,125.58685446009392
,,5014.925373134329,231.80751173708921,4917.9104477611945,139.67136150234745,4044.776119402985,153.16901408450707,2925.373134328358,125.58685446009392
,,,,5007.4626865671635,149.0610328638498,3902.985074626866,157.27699530516435,,
,,,,5000,199.53051643192492,3656.716417910448,161.38497652582163,,
,,,,,,3380.5970149253735,165.4929577464789,,
,,,,,,3141.791044776119,166.66666666666669,,
,,,,,,2962.686567164179,167.8403755868545,,
,,,,,,2746.268656716418,170.18779342723008,,
,,,,,,2529.8507462686566,170.77464788732397,,
,,,,,,2320.89552238806,170.77464788732397,,
,,,,,,2134.3283582089553,171.36150234741785,,
