0,0.00088662
0.00041124,0.00089297
0.0010281,0.00089912
0.0018506,0.00090508
0.0028787,0.00091085
0.0041124,0.00091644
0.0055517,0.00092184
0.0071967,0.00092707
0.0090473,0.00093212
0.011103,0.00093701
0.013365,0.00094172
0.015835,0.00094627
0.01851,0.00095066
0.021391,0.00095489
0.024478,0.00095895
0.02777,0.00096286
0.031268,0.0009666
0.034971,0.00097019
0.03888,0.00097362
0.042995,0.0009769
0.047371,0.00098001
0.052008,0.00098297
0.056908,0.00098578
0.06207,0.00098842
0.067495,0.0009909
0.073181,0.00099322
0.079128,0.00099538
0.085337,0.00099737
0.091807,0.00099919
0.098539,0.0010008
0.10553,0.0010023
0.11279,0.0010036
0.12031,0.0010047
0.12809,0.0010057
0.13613,0.0010064
0.14443,0.001007
0.153,0.0010074
0.16183,0.0010076
0.17092,0.0010076
0.18027,0.0010074
0.18977,0.001007
0.19943,0.0010064
0.20924,0.0010057
0.2192,0.0010048
0.22931,0.0010038
0.23958,0.0010028
0.25,0.0010018
0.26057,0.0010009
0.27129,0.0010003
0.28216,0.001
0.29319,0.001
0.30437,0.001
0.3157,0.001
0.32719,0.001
0.33883,0.001
0.35062,0.001
0.36256,0.001
0.37465,0.001
0.3869,0.001
0.3993,0.001
0.41185,0.001
0.42457,0.001
0.43744,0.001
0.45046,0.001
0.46364,0.001
0.47698,0.001
0.49048,0.001
0.50413,0.001
0.51794,0.001
0.53191,0.001
0.54603,0.001
0.56031,0.001
0.57475,0.001
0.58934,0.001
0.60409,0.001
0.61899,0.001
0.63406,0.001
0.64928,0.001
0.66465,0.001
0.68019,0.001
0.69587,0.001
0.71172,0.001
0.72772,0.001
0.74387,0.001
0.76018,0.001
0.77664,0.001
0.79326,0.001
0.81003,0.001
0.82696,0.001
0.84405,0.001
0.86128,0.001
0.87868,0.001
0.89623,0.001
0.91393,0.001
0.93179,0.001
0.94981,0.001
0.96798,0.001
0.9863,0.001
1.0048,0.001
1.0234,0.001
1.0422,0.001
1.0612,0.001
1.0804,0.001
1.0997,0.001
1.1192,0.001
1.1389,0.001
1.1588,0.001
1.1788,0.001
1.199,0.001
1.2194,0.001
1.2399,0.001
1.2607,0.001
1.2816,0.001
1.3027,0.001
1.3239,0.001
1.3453,0.001
1.367,0.001
1.3887,0.001
1.4107,0.001
1.4328,0.001
1.4551,0.001
1.4776,0.001
1.5002,0.001
1.523,0.001
1.546,0.001
1.5692,0.001
1.5925,0.001
1.616,0.001
1.6396,0.001
1.6635,0.001
1.6875,0.001
1.7116,0.001
1.736,0.001
1.7605,0.001
1.7851,0.001
1.81,0.001
1.835,0.001
1.8602,0.001
1.8855,0.001
1.911,0.001
1.9367,0.001
1.9625,0.001
1.9884,0.001
2.0145,0.001
2.0406,0.001
2.067,0.001
2.0934,0.001
2.12,0.001
2.1467,0.001
2.1735,0.001
2.2005,0.001
2.2276,0.001
2.2549,0.001
2.2823,0.001
2.3098,0.001
2.3374,0.001
2.3652,0.001
2.3931,0.001
2.4211,0.001
2.4493,0.001
2.4776,0.001
2.5062,0.001
2.5349,0.001
2.5639,0.001
2.593,0.001
2.6223,0.001
2.6518,0.001
2.6816,0.001
2.7115,0.001
2.7416,0.001
2.7718,0.001
2.8023,0.001
2.833,0.001
2.8639,0.001
2.8949,0.001
2.9262,0.001
2.9576,0.001
2.9892,0.001
3.0211,0.001
3.0531,0.001
3.0853,0.001
3.1176,0.001
3.1501,0.001
3.1827,0.001
3.2155,0.001
3.2484,0.001
3.2815,0.001
3.3147,0.001
3.3481,0.001
3.3816,0.001
3.4153,0.001
3.4492,0.001
3.4831,0.001
3.5173,0.001
3.5516,0.001
3.586,0.001
3.6206,0.001
3.6554,0.001
3.6903,0.001
3.7253,0.001
3.7605,0.001
3.7959,0.001
3.8314,0.001
3.8671,0.001
3.9029,0.001
3.9389,0.001
3.975,0.001
4.0113,0.001
4.0477,0.001
4.0843,0.001
4.1211,0.001
4.158,0.001
4.195,0.001
4.2322,0.001
4.2696,0.001
4.3071,0.001
4.3448,0.001
4.3826,0.001
4.4206,0.001
4.4587,0.001
4.497,0.001
4.5354,0.001
4.574,0.001
4.6127,0.001
4.6516,0.001
4.6906,0.001
4.7298,0.001
4.7691,0.001
4.8085,0.001
4.8481,0.001
4.8879,0.001
4.9278,0.001
4.9678,0.001
5.008,0.001
5.0483,0.001
5.0888,0.001
5.1294,0.001
5.1702,0.001
5.2111,0.001
5.2522,0.001
5.2935,0.001
5.335,0.001
5.3767,0.001
5.4187,0.001
5.4609,0.001
5.5033,0.001
5.546,0.001
5.5888,0.001
5.6319,0.001
5.6753,0.001
5.7188,0.001
5.7626,0.001
5.8066,0.001
5.8509,0.001
5.8953,0.001
5.94,0.001
5.9849,0.001
6.0301,0.001
6.0754,0.001
6.121,0.001
6.1668,0.001
6.2128,0.001
6.259,0.001
6.3054,0.001
6.3519,0.001
6.3987,0.001
6.4457,0.001
6.4929,0.001
6.5402,0.001
6.5878,0.001
6.6356,0.001
6.6835,0.001
6.7317,0.001
6.78,0.001
6.8286,0.001
6.8773,0.001
6.9263,0.001
6.9754,0.001
7.0248,0.001
7.0743,0.001
7.124,0.001
7.1739,0.001
7.2239,0.001
7.2741,0.001
7.3245,0.001
7.3751,0.001
7.4258,0.001
7.4766,0.001
7.5277,0.001
7.5789,0.001
7.6303,0.001
7.6818,0.001
7.7335,0.001
7.7854,0.001
7.8374,0.001
7.8896,0.001
7.942,0.001
7.9945,0.001
8.0472,0.001
8.1001,0.001
8.1532,0.001
8.2065,0.001
8.26,0.001
8.3136,0.001
8.3675,0.001
8.4216,0.001
8.4759,0.001
8.5304,0.001
8.5851,0.001
8.64,0.001
8.6951,0.001
8.7504,0.001
8.8059,0.001
8.8616,0.001
8.9175,0.001
8.9736,0.001
9.03,0.001
9.0865,0.001
9.1432,0.001
9.2001,0.001
9.2572,0.001
9.3144,0.001
9.3718,0.001
9.4293,0.001
9.487,0.001
9.5448,0.001
9.6028,0.001
9.6609,0.001
9.7191,0.001
9.7775,0.001
9.8361,0.001
9.8948,0.001
9.9536,0.001
10.013,0.001
10.072,0.001
10.131,0.001
10.191,0.001
10.25,0.001
10.31,0.001
10.37,0.001
10.43,0.001
10.49,0.001
10.551,0.001
10.611,0.001
10.672,0.001
10.733,0.001
10.794,0.001
10.856,0.001
10.917,0.001
10.979,0.001
11.041,0.001
11.103,0.001
11.166,0.001
11.228,0.001
11.291,0.001
11.354,0.0010013
11.417,0.0010107
11.481,0.0010366
11.544,0.0010809
11.608,0.0011279
11.672,0.0011391
11.736,0.0010659
11.8,0.00087573
11.864,0.00056662
11.929,0.00015891
11.993,-0.00032257
12.058,-0.00085857
12.123,-0.0014371
12.188,-0.0020513
12.253,-0.0026978
12.319,-0.0033752
12.384,-0.0040847
12.45,-0.0048297
12.515,-0.0056154
12.581,-0.0064484
12.647,-0.0073361
12.714,-0.0082881
12.78,-0.0093174
12.847,-0.01044
12.913,-0.011671
12.98,-0.013028
13.047,-0.014524
13.113,-0.016168
13.18,-0.017971
13.247,-0.01994
13.314,-0.022091
13.381,-0.024453
13.448,-0.02706
13.515,-0.029938
13.582,-0.033089
13.649,-0.036475
13.716,-0.040009
13.784,-0.043568
13.851,-0.047025
13.918,-0.050274
13.985,-0.053245
14.053,-0.055903
14.12,-0.058249
14.188,-0.060302
14.255,-0.062094
14.323,-0.063658
14.39,-0.065026
14.458,-0.066229
14.526,-0.067293
14.594,-0.06824
14.662,-0.069089
14.73,-0.069853
14.799,-0.070543
14.867,-0.071165
14.935,-0.071723
15.004,-0.072218
15.073,-0.072646
15.141,-0.072999
15.21,-0.073267
15.279,-0.073431
15.348,-0.073467
15.417,-0.073347
15.487,-0.073053
15.556,-0.072592
15.625,-0.072006
15.695,-0.071354
15.764,-0.070685
15.834,-0.070021
15.904,-0.069363
15.973,-0.068699
16.043,-0.068021
16.113,-0.067323
16.183,-0.066602
16.252,-0.065859
16.322,-0.065097
16.392,-0.064318
16.462,-0.063524
16.532,-0.062715
16.602,-0.061893
16.672,-0.061057
16.743,-0.06021
16.813,-0.059351
16.883,-0.058483
16.954,-0.057609
17.024,-0.056731
17.094,-0.055852
17.165,-0.054974
17.235,-0.054099
17.306,-0.053229
17.377,-0.052363
17.448,-0.051501
17.518,-0.050645
17.589,-0.049792
17.66,-0.048943
17.731,-0.048099
17.802,-0.047259
17.873,-0.046426
17.945,-0.045602
18.016,-0.044791
18.087,-0.043995
18.159,-0.043216
18.23,-0.042453
18.302,-0.041705
18.373,-0.040968
18.445,-0.040241
18.516,-0.039521
18.588,-0.03881
18.66,-0.038109
18.731,-0.037422
18.803,-0.03675
18.874,-0.036096
18.946,-0.035464
19.017,-0.034854
19.089,-0.034267
19.16,-0.033702
19.232,-0.033159
19.303,-0.032638
19.375,-0.032139
19.446,-0.031663
19.517,-0.031208
