t(s),Q'''(W/m^3)
4.653882313294457,176500964.96163034
4.658341463541336,176933196.3781017
4.66279660630466,177365856.37416252
4.667247752705148,177798945.2295582
4.671694913812496,178232463.18740946
4.676138100645711,178666410.50472882
4.680577324173429,179100787.42710698
4.68501259531424,179535594.22673827
4.689443924937006,179970831.1517059
4.693871323861176,180406498.45130104
4.698294802857102,180842596.37602022
4.702714372646349,181279125.2030427
4.707130043902001,181716085.18533474
4.711541827248973,182153476.56429717
4.715949733264308,182591299.60802755
4.720353772477483,183029554.57307497
4.724753955370705,183468241.71717727
4.729150292379208,183907361.28645122
4.733542793891547,184346913.56660768
4.737931470249891,184786898.79330903
4.74231633175031,185227317.22898817
4.746697388643061,185668169.13725352
4.7510746511328765,186109454.7700232
4.7554481293792445,186551174.40608966
4.759817833496688,186993328.28680137
4.764183773555043,187435916.68037593
4.768545959579736,187878939.84328595
4.772904401552056,188322398.03311962
4.777259109409426,188766291.52150816
4.781610093045673,189210620.55535588
4.785957362311292,189655385.421487
4.790300927013716,190100586.35606787
4.794640796917574,190546223.62222773
4.798976981744955,190992297.51016706
4.803309491175667,191438808.24629244
4.80763833484749,191885756.12300986
4.811963522356435,192333141.39485267
4.816285063256994,192780964.30437252
4.820602967062394,193229225.1472823
4.824917243244841,193677924.1813164
4.829227901235772,194127061.6521874
4.833534950426096,194576637.8327481
4.837838400166441,195026652.9969309
4.842138259767391,195477107.4066508
4.84643453849973,195928001.3248541
4.850727245594674,196379335.0023996
4.8550163902441135,196831108.74363917
4.859301981600842,197283322.77525014
4.8635840287787895,197735977.3905476
4.867862540853256,198189072.8444737
4.8721375268611355,198642609.40611616
4.876408995801147,199096587.3455786
4.880676956634056,199551006.9339784
4.8849414182829,200005868.4170376
4.889202389633212,200461172.0942582
4.8934598795332365,200916918.21333575
4.897713896794152,201373107.06259236
4.9019644501902855,201829738.89165616
4.906211548459328,202286813.97758514
4.910455200302548,202744332.585168
4.9146954143850055,203202294.99342614
4.918932199335759,203660701.46908608
4.9231655637480785,204119552.27982426
4.927395516179647,204578847.69426474
4.931622065152773,205038587.99529937
4.935845219154589,205498773.45347393
4.940064986637259,205959404.3269328
4.944281376018174,206420480.90142545
4.948494395680158,206882003.43695268
4.9527040539716625,207343972.20778376
4.956910359206963,207806387.5025082
4.961113319666358,208269249.5838967
4.965312943596358,208732558.71560782
4.969509239209882,209196315.18902153
4.973702214686444,209660519.25620106
4.977891878172349,210125171.223806
4.982078237780876,210590271.3322544
4.986261301592469,211055819.89005983
4.990441077654918,211521817.13938466
4.994617573983546,211988263.3771074
4.9987907985613935,212455158.8740799
5.0029607593393965,212922503.9020251
5.007127464236569,213390298.73353535
5.011290921140182,213858543.6691179
5.015451137905939,214327238.95609307
5.0196081223581555,214796384.8831953
5.023761882289933,215265981.74006343
5.027912425463331,215736029.7765412
5.032059759609543,216206529.29755273
5.0362038924290635,216677480.56820235
5.040344831591864,217148883.88160264
5.0444825847375565,217620739.49093828
5.048617159475564,218093047.69101673
5.052748563385288,218565808.763909
5.05687680401627,219039022.99253446
5.061001888888361,219512690.63336036
5.06512382549188,219986811.9982554
5.069242621287779,220461387.3453338
5.073358283707801,220936416.97451067
5.077470820154644,221411901.1455092
5.081580238002114,221887840.1462114
5.085686544595287,222364234.26533598
5.089789747250663,222841083.79243717
