TIRF Data File: Project 1464; Run 32
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg C	none	SAE
412.480	40.04	497.34	-2.941	2.015	21.234	21.332	81.31	742.04	1138.96	-1100.85	-20.84	-26.79	-0.67	-1.03	32.59	75.21	88.25	91.13	27.43	-0.005	0.025
412.500	40.09	496.60	-2.946	2.007	21.235	21.389	81.15	698.83	1147.96	-1090.61	-28.73	-20.58	-0.64	-1.05	32.59	75.15	88.08	91.03	27.41	-0.007	0.022
412.520	40.10	496.05	-2.944	2.013	21.229	21.417	81.31	690.42	1153.47	-1098.08	-35.00	-21.38	-0.63	-1.05	32.59	75.03	87.91	90.93	27.42	-0.009	0.020
412.540	40.11	495.70	-2.943	2.010	21.230	21.438	81.31	692.70	1163.72	-1114.05	-38.19	-29.77	-0.62	-1.04	32.57	74.91	87.76	90.88	27.41	-0.010	0.019
412.560	40.12	495.00	-2.947	2.010	21.228	21.478	81.31	665.97	1179.06	-1115.34	-31.91	-37.81	-0.60	-1.06	32.56	74.78	87.68	90.76	27.40	-0.012	0.018
412.580	40.13	494.29	-2.940	2.013	21.223	21.514	81.31	602.67	1193.14	-1106.38	-21.54	-36.50	-0.54	-1.08	32.56	74.63	87.57	90.68	27.51	-0.014	0.016
412.600	40.10	493.36	-2.946	2.009	21.223	21.537	81.20	529.48	1200.04	-1097.16	-21.10	-29.93	-0.48	-1.09	32.56	74.54	87.49	90.54	27.40	-0.015	0.015
412.620	40.07	492.46	-2.950	2.013	21.215	21.561	81.20	484.46	1207.54	-1088.70	-27.58	-22.29	-0.44	-1.11	32.56	74.46	87.45	90.37	27.41	-0.016	0.014
412.640	40.05	491.79	-2.950	2.010	21.214	21.578	81.26	470.67	1219.08	-1087.73	-35.31	-21.77	-0.43	-1.12	32.57	74.40	87.37	90.17	27.39	-0.017	0.013
412.660	40.03	491.33	-2.946	2.010	21.210	21.588	81.31	469.41	1230.73	-1105.52	-37.59	-30.09	-0.42	-1.11	32.56	74.34	87.37	90.03	27.41	-0.018	0.012
412.680	40.02	490.66	-2.946	2.015	21.206	21.612	81.26	444.99	1238.54	-1112.43	-32.75	-38.55	-0.40	-1.11	32.57	74.32	87.37	89.87	27.40	-0.019	0.011
412.700	39.99	489.80	-2.948	2.004	21.209	21.635	81.26	380.61	1252.23	-1106.69	-21.58	-39.38	-0.34	-1.13	32.58	74.31	87.32	89.75	27.39	-0.020	0.010
412.720	39.94	488.79	-2.946	2.013	21.201	21.652	81.15	308.13	1259.51	-1093.76	-21.29	-31.29	-0.28	-1.15	32.58	74.26	87.26	89.64	27.40	-0.021	0.009
412.740	39.91	487.77	-2.951	2.007	21.202	21.677	81.20	256.26	1267.82	-1084.84	-26.71	-22.42	-0.24	-1.17	32.58	74.26	87.18	89.53	27.38	-0.022	0.008
412.760	39.86	487.03	-2.948	2.007	21.196	21.685	81.15	233.66	1271.75	-1087.28	-33.01	-20.61	-0.21	-1.17	32.59	74.26	87.09	89.44	27.41	-0.023	0.008
412.780	39.82	486.33	-2.943	2.015	21.189	21.696	81.26	226.02	1277.45	-1099.50	-38.73	-27.16	-0.21	-1.16	32.60	74.28	86.97	89.32	27.38	-0.023	0.007
412.800	39.79	485.63	-2.948	2.010	21.189	21.709	81.31	199.41	1296.08	-1114.02	-30.50	-36.88	-0.18	-1.16	32.60	74.29	86.87	89.30	27.40	-0.024	0.007
412.820	39.77	484.81	-2.947	2.018	21.182	21.733	81.20	135.88	1305.78	-1101.98	-24.30	-38.25	-0.12	-1.18	32.60	74.26	86.81	89.22	27.38	-0.025	0.006
412.840	39.75	483.71	-2.944	2.013	21.179	21.772	81.10	58.14	1314.25	-1096.45	-18.65	-30.56	-0.05	-1.20	32.60	74.23	86.73	89.19	27.39	-0.027	0.004
412.860	39.71	482.70	-2.947	2.013	21.179	21.800	81.20	7.97	1306.51	-1087.95	-24.91	-20.69	-0.01	-1.20	32.62	74.17	86.69	89.11	27.39	-0.028	0.003
412.880	39.70	482.07	-2.947	2.013	21.176	21.818	81.20	-0.49	1310.46	-1087.63	-29.90	-17.05	0.00	-1.20	32.62	74.10	86.64	89.04	27.34	-0.029	0.002
412.900	39.70	481.68	-2.946	2.012	21.170	21.836	81.10	15.31	1310.85	-1099.00	-35.70	-22.98	-0.01	-1.19	32.61	74.00	86.61	88.99	27.40	-0.030	0.001
412.920	39.70	481.37	-2.944	2.007	21.170	21.855	81.15	14.50	1317.04	-1114.81	-34.50	-32.26	-0.01	-1.18	32.61	73.85	86.58	88.93	27.37	-0.031	0.000
412.940	39.70	480.78	-2.944	2.009	21.164	21.879	81.15	-31.89	1330.28	-1118.01	-23.37	-35.93	0.03	-1.19	32.59	73.60	86.53	88.87	27.40	-0.033	-0.001
412.960	39.70	479.85	-2.944	2.010	21.167	21.924	81.20	-114.36	1331.37	-1102.51	-19.75	-28.76	0.10	-1.21	32.59	73.32	86.52	88.82	27.38	-0.035	-0.003
412.980	39.70	478.68	-2.948	2.007	21.164	21.975	81.10	-181.36	1331.48	-1099.10	-19.87	-18.12	0.17	-1.21	32.60	73.02	86.45	88.71	27.32	-0.037	-0.005
413.000	39.70	477.66	-2.948	2.012	21.158	22.022	81.15	-211.58	1320.94	-1088.82	-29.62	-12.76	0.19	-1.21	32.56	72.82	86.38	88.62	27.38	-0.039	-0.008
413.020	39.68	477.11	-2.944	2.012	21.156	22.037	81.10	-212.78	1324.63	-1099.10	-33.89	-14.77	0.19	-1.21	32.56	72.77	86.30	88.53	27.38	-0.040	-0.008
413.040	39.67	476.45	-2.946	2.015	21.153	22.063	81.15	-225.74	1336.97	-1117.55	-32.69	-24.55	0.20	-1.20	32.57	72.79	86.24	88.42	27.39	-0.041	-0.009
413.060	39.65	475.67	-2.947	2.010	21.151	22.088	81.15	-265.68	1352.05	-1112.91	-27.45	-28.35	0.24	-1.21	32.56	72.83	86.16	88.36	27.37	-0.042	-0.011
413.080	39.63	474.65	-2.948	2.012	21.149	22.123	81.05	-334.21	1362.62	-1104.06	-17.50	-25.20	0.30	-1.23	32.57	72.96	86.14	88.29	27.39	-0.044	-0.012
413.100	39.59	473.44	-2.946	2.007	21.148	22.156	81.05	-404.79	1351.71	-1101.42	-15.96	-16.37	0.37	-1.23	32.55	72.98	86.11	88.22	27.37	-0.045	-0.014
413.120	39.56	472.39	-2.944	2.010	21.145	22.192	81.15	-449.93	1334.77	-1089.65	-25.34	-6.17	0.41	-1.22	32.57	73.07	86.07	88.15	27.39	-0.047	-0.015
413.140	39.56	471.61	-2.946	2.007	21.141	22.226	81.15	-485.33	1337.32	-1091.96	-30.31	-6.14	0.44	-1.22	32.57	73.10	86.02	88.12	27.37	-0.049	-0.017
413.160	39.56	470.87	-2.946	2.013	21.138	22.259	81.05	-512.67	1351.39	-1106.60	-31.88	-11.96	0.46	-1.22	32.56	73.08	85.99	88.03	27.39	-0.050	-0.018
413.180	39.55	470.20	-2.944	2.010	21.139	22.285	81.05	-558.93	1364.70	-1113.83	-26.79	-17.17	0.50	-1.23	32.56	73.10	85.94	87.95	27.48	-0.051	-0.019
413.200	39.55	469.50	-2.944	2.015	21.132	22.318	81.10	-626.33	1364.23	-1107.55	-17.73	-17.58	0.57	-1.23	32.57	73.08	85.96	87.95	27.37	-0.053	-0.021
413.220	39.56	468.68	-2.951	2.010	21.135	22.362	81.00	-693.98	1354.63	-1099.50	-13.38	-9.53	0.63	-1.23	32.59	73.07	85.93	87.86	27.39	-0.055	-0.023
413.240	39.56	467.90	-2.941	2.012	21.129	22.402	80.95	-743.89	1337.90	-1092.07	-18.53	1.47	0.68	-1.23	32.59	73.04	85.91	87.80	27.37	-0.057	-0.024
413.260	39.57	467.39	-2.946	2.015	21.130	22.435	81.05	-768.30	1326.26	-1087.58	-25.87	7.18	0.71	-1.22	32.59	73.05	85.86	87.66	27.39	-0.058	-0.026
413.280	39.60	467.31	-2.947	2.016	21.121	22.452	80.95	-785.54	1332.18	-1104.09	-27.18	3.00	0.71	-1.21	32.59	73.04	85.85	87.55	27.37	-0.059	-0.027
413.300	39.63	467.35	-2.944	2.013	21.124	22.471	81.00	-815.10	1337.38	-1118.00	-26.92	-3.72	0.73	-1.20	32.60	73.07	85.85	87.49	27.38	-0.060	-0.027
413.320	39.70	467.39	-2.943	2.013	21.119	22.503	80.95	-857.85	1353.83	-1113.37	-18.50	-7.30	0.77	-1.22	32.61	73.14	85.83	87.41	27.38	-0.062	-0.029
413.340	39.74	467.20	-2.941	2.012	21.117	22.539	80.85	-910.40	1354.13	-1104.84	-9.58	-3.94	0.82	-1.23	32.61	73.16	85.80	87.40	27.37	-0.063	-0.030
413.360	39.80	466.69	-2.941	2.018	21.117	22.596	80.90	-952.28	1332.07	-1101.65	-9.79	8.21	0.86	-1.21	32.58	73.17	85.79	87.35	27.38	-0.065	-0.033
413.380	39.85	466.18	-2.944	2.006	21.120	22.652	80.95	-1001.82	1306.41	-1092.72	-18.40	16.11	0.92	-1.20	32.54	73.19	85.76	87.27	27.39	-0.068	-0.035
413.400	39.90	465.56	-2.947	2.010	21.116	22.709	80.90	-1052.23	1297.04	-1097.22	-22.88	16.89	0.96	-1.18	32.51	73.24	85.73	87.18	27.39	-0.070	-0.038
413.420	39.95	464.85	-2.948	2.010	21.112	22.772	80.80	-1118.61	1304.75	-1111.83	-22.45	11.18	1.01	-1.17	32.49	73.29	85.71	87.15	27.38	-0.073	-0.040
413.440	39.99	464.23	-2.947	2.013	21.113	22.824	80.85	-1185.68	1310.11	-1115.10	-16.26	6.61	1.06	-1.17	32.48	73.36	85.71	87.12	27.40	-0.075	-0.042
413.460	40.04	463.41	-2.946	2.013	21.109	22.891	80.85	-1227.36	1300.02	-1105.98	-8.45	8.96	1.11	-1.18	32.45	73.42	85.73	87.09	27.38	-0.078	-0.045
413.480	40.08	462.32	-2.946	2.016	21.111	22.969	80.75	-1265.00	1276.03	-1100.63	-4.55	15.48	1.15	-1.16	32.43	73.53	85.66	87.09	27.39	-0.081	-0.049
413.500	40.11	461.03	-2.943	2.015	21.108	23.050	80.80	-1302.16	1241.40	-1093.28	-9.83	25.46	1.19	-1.14	32.43	73.60	85.62	87.07	27.39	-0.084	-0.052
413.520	40.14	459.70	-2.946	2.013	21.109	23.138	80.70	-1348.56	1215.15	-1090.19	-17.58	29.75	1.24	-1.11	32.39	73.63	85.51	87.04	27.38	-0.088	-0.055
413.540	40.17	458.49	-2.938	2.016	21.104	23.212	80.70	-1406.50	1209.03	-1107.13	-18.04	26.69	1.27	-1.09	32.40	73.69	85.43	87.02	27.40	-0.091	-0.058
413.560	40.16	457.40	-2.947	2.018	21.099	23.262	80.65	-1464.87	1212.41	-1114.82	-16.69	22.18	1.31	-1.09	32.39	73.73	85.32	86.98	27.28	-0.093	-0.060
413.580	40.16	456.30	-2.944	2.012	21.105	23.321	80.65	-1498.73	1219.21	-1108.00	-9.09	19.55	1.35	-1.10	32.38	73.73	85.28	86.99	27.41	-0.095	-0.063
413.600	40.12	455.09	-2.943	2.015	21.104	23.361	80.60	-1507.31	1201.69	-1100.33	-1.65	22.04	1.37	-1.09	32.39	73.73	85.28	86.98	27.39	-0.097	-0.064
413.620	40.11	453.77	-2.946	2.015	21.102	23.421	80.50	-1519.54	1166.12	-1098.87	-1.46	30.34	1.38	-1.06	32.37	73.69	85.26	86.93	27.41	-0.099	-0.067
413.640	40.10	452.24	-2.941	2.016	21.098	23.492	80.34	-1550.13	1134.23	-1090.88	-9.01	37.07	1.42	-1.04	32.39	73.60	85.24	86.90	27.42	-0.102	-0.070
413.660	40.08	450.80	-2.943	2.012	21.100	23.559	80.50	-1588.27	1122.82	-1090.47	-14.58	36.77	1.46	-1.03	32.36	73.51	85.21	86.85	27.41	-0.104	-0.072
413.680	40.05	449.55	-2.947	2.010	21.098	23.608	80.50	-1632.45	1122.26	-1103.12	-15.42	32.59	1.48	-1.02	32.39	73.50	85.23	86.82	27.34	-0.106	-0.074
413.700	40.04	448.42	-2.947	2.010	21.098	23.657	80.45	-1667.20	1122.44	-1111.56	-10.81	28.48	1.50	-1.01	32.39	73.50	85.21	86.81	27.40	-0.108	-0.076
413.720	40.01	447.32	-2.941	2.013	21.097	23.698	80.34	-1679.84	1116.77	-1104.46	-3.04	25.02	1.52	-1.01	32.40	73.47	85.21	86.79	27.42	-0.110	-0.078
413.740	39.98	446.23	-2.946	2.012	21.094	23.742	80.40	-1678.65	1099.24	-1094.51	1.95	28.45	1.53	-1.00	32.40	73.53	85.28	86.78	27.40	-0.112	-0.079
413.760	39.96	444.94	-2.941	2.010	21.094	23.794	80.29	-1677.71	1072.58	-1088.37	-0.98	37.01	1.54	-0.99	32.40	73.58	85.24	86.76	27.43	-0.113	-0.081
413.780	39.96	443.69	-2.943	2.016	21.090	23.864	80.29	-1688.30	1048.41	-1080.88	-8.74	41.96	1.56	-0.97	32.41	73.61	85.28	86.74	27.41	-0.116	-0.084
413.800	39.96	442.33	-2.941	2.018	21.085	23.935	80.24	-1720.70	1034.54	-1090.43	-12.23	39.27	1.58	-0.95	32.40	73.67	85.28	86.74	27.42	-0.119	-0.087
413.820	39.96	441.23	-2.946	2.015	21.083	23.997	80.34	-1772.84	1034.00	-1103.97	-13.07	34.07	1.61	-0.94	32.42	73.73	85.31	86.76	27.42	-0.121	-0.089
413.840	39.95	440.30	-2.943	2.012	21.086	24.043	80.19	-1810.31	1043.77	-1107.30	-7.59	30.24	1.63	-0.94	32.42	73.78	85.31	86.71	27.35	-0.123	-0.091
413.860	39.99	439.52	-2.940	2.013	21.087	24.108	80.24	-1808.15	1041.74	-1101.70	1.79	28.59	1.64	-0.95	32.41	73.86	85.35	86.74	27.44	-0.125	-0.093
413.880	40.01	438.58	-2.941	2.015	21.087	24.173	80.19	-1793.83	1020.79	-1093.06	4.76	32.04	1.64	-0.93	32.41	73.88	85.35	86.74	27.43	-0.128	-0.096
413.900	40.02	437.49	-2.941	2.013	21.081	24.237	80.19	-1788.46	992.73	-1086.77	-0.34	39.75	1.65	-0.91	32.40	73.95	85.40	86.78	27.73	-0.130	-0.098
413.920	40.03	436.31	-2.941	2.018	21.079	24.307	80.19	-1799.90	976.91	-1079.66	-7.88	44.13	1.67	-0.90	32.41	74.00	85.38	86.78	27.42	-0.133	-0.101
413.940	40.06	435.18	-2.941	2.012	21.074	24.390	80.19	-1842.69	972.88	-1090.93	-10.46	40.18	1.69	-0.89	32.40	74.07	85.45	86.78	27.43	-0.136	-0.104
413.960	40.09	434.25	-2.944	2.009	21.075	24.460	80.19	-1897.60	972.39	-1106.40	-10.43	34.39	1.72	-0.88	32.39	74.13	85.48	86.84	27.42	-0.138	-0.106
413.980	40.12	433.54	-2.946	2.015	21.073	24.520	80.14	-1920.84	982.74	-1106.87	-4.83	31.22	1.74	-0.89	32.39	74.22	85.52	86.85	27.52	-0.141	-0.109
414.000	40.15	432.84	-2.940	2.020	21.070	24.577	80.04	-1904.46	985.42	-1096.47	3.25	29.33	1.74	-0.90	32.39	74.26	85.60	86.90	27.76	-0.143	-0.111
414.020	40.19	431.98	-2.943	2.016	21.064	24.651	80.09	-1881.79	962.63	-1091.79	6.48	34.05	1.72	-0.88	32.39	74.34	85.62	86.96	27.62	-0.146	-0.113
414.040	40.20	430.93	-2.941	2.015	21.063	24.717	80.04	-1879.53	931.82	-1087.32	1.10	41.88	1.73	-0.86	32.39	74.43	85.68	87.02	27.55	-0.148	-0.116
414.060	40.18	429.76	-2.941	2.016	21.062	24.776	80.04	-1898.50	916.08	-1081.48	-5.73	43.81	1.76	-0.85	32.37	74.49	85.69	87.05	27.42	-0.150	-0.118
414.080	40.17	428.62	-2.940	2.016	21.060	24.833	80.14	-1932.26	916.66	-1087.46	-10.05	41.19	1.78	-0.84	32.36	74.60	85.73	87.09	27.44	-0.152	-0.120
414.100	40.16	427.73	-2.940	2.015	21.055	24.879	80.14	-1973.61	923.30	-1105.67	-7.78	36.88	1.78	-0.84	32.38	74.72	85.76	87.12	27.43	-0.154	-0.122
414.120	40.17	426.83	-2.944	2.015	21.055	24.934	80.04	-1993.55	924.22	-1111.78	-2.24	31.62	1.79	-0.83	32.38	74.81	85.80	87.26	27.43	-0.156	-0.123
414.140	40.16	426.05	-2.940	2.012	21.056	24.974	79.99	-1980.08	912.53	-1105.09	4.71	30.11	1.79	-0.83	32.39	74.96	85.85	87.29	27.43	-0.157	-0.125
414.160	40.15	425.19	-2.943	2.015	21.055	25.019	80.04	-1964.68	897.11	-1096.83	7.52	33.60	1.79	-0.82	32.38	75.03	85.90	87.35	27.43	-0.158	-0.126
414.180	40.13	424.06	-2.929	2.015	21.055	25.077	80.04	-1956.70	879.41	-1088.57	3.54	41.61	1.80	-0.81	32.39	75.13	85.88	87.40	27.43	-0.160	-0.128
414.200	40.11	423.00	-2.937	2.016	21.060	25.128	80.04	-1962.18	863.75	-1083.52	-3.24	45.94	1.81	-0.80	32.39	75.21	85.93	87.46	27.43	-0.162	-0.130
414.220	40.09	421.95	-2.941	2.016	21.058	25.176	79.94	-1994.32	855.52	-1094.39	-6.80	41.41	1.82	-0.78	32.40	75.30	85.94	87.49	27.46	-0.164	-0.132
414.240	40.07	421.05	-2.941	2.019	21.057	25.215	80.04	-2041.02	859.10	-1108.86	-7.66	36.72	1.84	-0.77	32.41	75.39	85.97	87.52	27.43	-0.165	-0.133
414.260	40.06	420.46	-2.943	2.016	21.047	25.247	79.94	-2069.95	875.13	-1110.86	-2.37	33.27	1.86	-0.79	32.44	75.46	86.05	87.63	27.44	-0.166	-0.134
414.280	40.05	419.84	-2.947	2.013	21.050	25.279	79.89	-2053.89	874.65	-1106.17	6.11	30.49	1.86	-0.79	32.42	75.50	86.08	87.72	27.43	-0.167	-0.135
414.300	40.06	419.21	-2.941	2.018	21.046	25.319	79.94	-2022.31	851.06	-1099.85	9.08	33.67	1.84	-0.77	32.40	75.49	86.16	87.83	27.43	-0.169	-0.137
414.320	40.06	418.43	-2.947	2.012	21.048	25.370	79.89	-2004.24	831.48	-1092.93	5.58	41.27	1.83	-0.76	32.42	75.43	86.24	87.92	27.44	-0.170	-0.139
414.340	40.08	417.46	-2.943	2.012	21.048	25.441	79.84	-2010.33	820.53	-1082.94	-2.13	45.61	1.86	-0.76	32.42	75.40	86.25	88.03	27.43	-0.173	-0.141
414.360	40.13	416.56	-2.944	2.013	21.048	25.525	79.94	-2045.78	818.40	-1091.00	-4.99	43.23	1.88	-0.75	32.42	75.47	86.30	88.06	27.44	-0.175	-0.144
414.380	40.15	415.78	-2.944	2.016	21.043	25.588	79.94	-2094.17	819.91	-1105.82	-6.44	37.05	1.89	-0.74	32.41	75.56	86.36	88.15	27.42	-0.178	-0.146
414.400	40.14	415.19	-2.943	2.016	21.041	25.618	79.84	-2112.54	829.28	-1117.42	-2.04	34.00	1.89	-0.74	32.39	75.71	86.45	88.26	27.44	-0.179	-0.147
414.420	40.16	414.72	-2.941	2.018	21.038	25.656	79.89	-2089.85	835.64	-1110.94	5.71	32.60	1.88	-0.75	32.40	75.83	86.53	88.37	27.43	-0.180	-0.148
414.440	40.17	414.10	-2.947	2.016	21.043	25.701	79.84	-2065.51	819.64	-1100.42	9.54	32.24	1.88	-0.74	32.39	75.93	86.62	88.45	27.44	-0.181	-0.150
414.460	40.19	413.20	-2.943	2.013	21.042	25.772	79.74	-2059.03	792.46	-1096.84	7.71	39.13	1.88	-0.72	32.39	75.95	86.69	88.56	27.44	-0.184	-0.152
414.480	40.22	412.07	-2.944	2.010	21.045	25.863	79.89	-2059.10	781.46	-1083.59	-0.16	46.04	1.90	-0.72	32.39	75.93	86.72	88.63	27.43	-0.186	-0.155
414.500	40.22	411.09	-2.943	2.013	21.040	25.925	79.79	-2069.41	783.40	-1084.83	-3.88	44.86	1.91	-0.72	32.39	75.93	86.75	88.67	27.45	-0.188	-0.157
414.520	40.22	410.12	-2.941	2.013	21.044	25.986	79.79	-2095.22	782.58	-1106.51	-2.26	39.54	1.89	-0.71	32.37	75.93	86.81	88.74	27.43	-0.190	-0.159
414.540	40.22	409.30	-2.944	2.015	21.043	26.035	79.84	-2123.17	777.46	-1124.48	-0.53	34.67	1.89	-0.69	32.36	75.93	86.86	88.84	27.45	-0.192	-0.161
414.560	40.20	408.59	-2.946	2.012	21.039	26.068	79.79	-2131.19	780.19	-1118.49	4.36	30.44	1.91	-0.70	32.36	75.92	86.92	88.96	27.43	-0.193	-0.162
414.580	40.20	407.81	-2.944	2.015	21.041	26.118	79.69	-2107.24	782.12	-1104.79	11.25	30.97	1.91	-0.71	32.36	75.89	86.95	89.02	27.44	-0.194	-0.163
414.600	40.20	407.03	-2.947	2.012	21.043	26.168	79.74	-2073.00	761.98	-1097.06	10.95	36.83	1.89	-0.69	32.38	75.89	87.01	89.15	27.43	-0.196	-0.165
414.620	40.19	405.94	-2.946	2.015	21.037	26.233	79.79	-2052.89	731.23	-1093.74	3.91	43.78	1.88	-0.67	32.38	75.87	87.04	89.21	27.44	-0.198	-0.167
414.640	40.18	404.81	-2.943	2.012	21.041	26.303	79.64	-2057.44	718.47	-1089.67	-2.65	45.23	1.89	-0.66	32.38	75.83	87.07	89.30	27.44	-0.200	-0.169
414.660	40.16	403.75	-2.944	2.015	21.039	26.356	79.79	-2100.81	729.51	-1097.41	-4.08	38.91	1.91	-0.66	32.37	75.83	87.11	89.38	27.43	-0.202	-0.171
414.680	40.15	402.97	-2.946	2.013	21.038	26.398	79.79	-2144.25	736.95	-1119.04	-0.70	34.73	1.92	-0.66	32.39	75.87	87.12	89.45	27.45	-0.203	-0.172
414.700	40.12	402.35	-2.941	2.013	21.038	26.424	79.74	-2152.53	737.33	-1128.00	5.42	31.97	1.91	-0.65	32.39	75.90	87.18	89.52	27.42	-0.204	-0.173
414.720	40.11	401.96	-2.943	2.013	21.046	26.443	79.59	-2125.98	734.60	-1117.71	12.18	28.79	1.90	-0.66	32.40	75.93	87.23	89.61	27.46	-0.204	-0.173
414.740	40.10	401.41	-2.943	2.013	21.050	26.470	79.64	-2088.87	724.07	-1104.65	14.01	30.78	1.89	-0.66	32.41	75.99	87.29	89.73	27.45	-0.205	-0.174
414.760	40.11	400.55	-2.946	2.015	21.045	26.536	79.53	-2068.78	704.95	-1094.25	9.33	39.16	1.89	-0.64	32.43	76.01	87.35	89.81	27.45	-0.207	-0.176
414.780	40.11	399.65	-2.940	2.016	21.047	26.593	79.59	-2077.08	689.15	-1086.00	1.20	43.35	1.91	-0.63	32.42	76.05	87.38	89.89	27.45	-0.209	-0.178
414.800	40.11	398.79	-2.946	2.019	21.047	26.653	79.69	-2097.63	685.66	-1092.78	-2.30	40.15	1.92	-0.63	32.42	76.08	87.43	89.94	27.45	-0.210	-0.180
414.820	40.14	398.17	-2.943	2.020	21.049	26.710	79.64	-2119.59	696.51	-1110.43	-1.27	35.31	1.91	-0.63	32.41	76.09	87.54	89.98	27.45	-0.212	-0.182
414.840	40.16	397.58	-2.944	2.012	21.048	26.762	79.59	-2135.00	704.86	-1129.15	3.92	32.11	1.89	-0.62	32.40	76.12	87.65	90.09	27.44	-0.214	-0.183
414.860	40.17	397.16	-2.944	2.016	21.045	26.800	79.59	-2131.41	698.02	-1127.65	9.75	28.27	1.89	-0.62	32.41	76.21	87.74	90.20	27.46	-0.215	-0.185
414.880	40.17	396.61	-2.948	2.015	21.047	26.837	79.48	-2110.93	688.84	-1112.91	15.19	27.01	1.90	-0.62	32.41	76.23	87.83	90.32	27.44	-0.216	-0.186
414.900	40.19	395.87	-2.943	2.018	21.046	26.900	79.48	-2084.05	680.25	-1101.46	14.90	32.26	1.89	-0.62	32.40	76.35	87.93	90.38	27.39	-0.218	-0.188
414.920	40.22	395.05	-2.943	2.016	21.039	26.975	79.53	-2058.58	667.33	-1089.63	7.05	41.30	1.89	-0.61	32.39	76.49	88.02	90.48	27.43	-0.220	-0.190
414.940	40.24	394.11	-2.944	2.015	21.041	27.051	79.53	-2054.22	653.28	-1087.39	0.17	42.65	1.89	-0.60	32.36	76.57	88.11	90.54	27.44	-0.222	-0.192
414.960	40.25	393.21	-2.941	2.016	21.039	27.126	79.53	-2080.38	649.33	-1100.96	-2.23	37.46	1.89	-0.59	32.37	76.71	88.16	90.62	27.44	-0.224	-0.194
414.980	40.27	392.47	-2.940	2.016	21.039	27.186	79.59	-2123.90	658.13	-1122.47	0.36	32.00	1.89	-0.59	32.36	76.80	88.27	90.77	27.43	-0.226	-0.196
415.000	40.26	391.88	-2.941	2.018	21.036	27.224	79.43	-2144.47	673.03	-1132.10	7.69	28.35	1.89	-0.59	32.38	76.88	88.35	90.91	27.44	-0.227	-0.197
415.020	40.24	391.49	-2.943	2.016	21.039	27.235	79.48	-2118.95	668.90	-1122.47	13.42	27.29	1.89	-0.60	32.36	76.94	88.49	91.10	27.43	-0.228	-0.198
415.040	40.22	391.03	-2.941	2.018	21.036	27.252	79.38	-2085.06	652.88	-1111.14	17.01	28.04	1.88	-0.59	32.38	77.01	88.59	91.21	27.48	-0.228	-0.198
415.060	40.22	390.24	-2.944	2.013	21.038	27.307	79.43	-2060.66	643.68	-1100.93	15.24	33.76	1.87	-0.58	32.38	77.04	88.66	91.28	27.51	-0.230	-0.200
415.080	40.22	389.39	-2.947	2.009	21.044	27.367	79.33	-2057.61	641.11	-1089.05	8.40	40.15	1.89	-0.59	32.37	77.07	88.70	91.39	27.44	-0.231	-0.201
415.100	40.21	388.57	-2.941	2.013	21.038	27.418	79.48	-2072.44	633.79	-1086.48	1.28	39.30	1.91	-0.58	32.39	77.10	88.78	91.45	27.44	-0.233	-0.203
415.120	40.19	387.90	-2.944	2.015	21.037	27.452	79.48	-2094.06	630.15	-1107.82	0.90	34.03	1.89	-0.57	32.39	77.20	88.87	91.51	27.43	-0.234	-0.204
415.140	40.16	387.39	-2.946	2.013	21.038	27.469	79.43	-2113.28	637.17	-1132.89	5.24	30.59	1.87	-0.56	32.38	77.25	88.92	91.59	27.44	-0.234	-0.204
415.160	40.13	387.08	-2.944	2.012	21.043	27.472	79.43	-2117.45	643.62	-1135.16	10.64	27.28	1.87	-0.57	32.40	77.38	88.98	91.69	27.42	-0.234	-0.204
415.180	40.11	386.65	-2.941	2.013	21.052	27.490	79.43	-2109.71	642.66	-1119.62	16.60	24.35	1.88	-0.57	32.40	77.42	89.12	91.78	27.46	-0.234	-0.205
415.200	40.09	386.22	-2.944	2.013	21.048	27.501	79.38	-2093.03	628.46	-1105.03	17.92	27.65	1.89	-0.57	32.40	77.48	89.17	91.86	27.43	-0.235	-0.205
415.220	40.08	385.64	-2.944	2.015	21.049	27.540	79.38	-2061.88	619.27	-1098.10	14.97	35.18	1.88	-0.56	32.39	77.54	89.25	91.93	27.46	-0.236	-0.206
415.240	40.09	384.93	-2.943	2.016	21.049	27.593	79.38	-2034.88	614.80	-1089.50	8.03	40.53	1.87	-0.56	32.41	77.57	89.29	92.00	27.46	-0.237	-0.208
415.260	40.09	384.27	-2.943	2.013	21.038	27.641	79.28	-2038.40	607.16	-1092.53	1.39	37.82	1.87	-0.56	32.42	77.60	89.37	92.07	27.44	-0.239	-0.209
415.280	40.09	383.49	-2.941	2.013	21.038	27.697	79.43	-2080.29	602.85	-1117.42	1.93	32.05	1.86	-0.54	32.41	77.62	89.45	92.13	27.44	-0.240	-0.211
415.300	40.09	383.02	-2.940	2.016	21.039	27.731	79.38	-2128.52	611.47	-1134.70	6.57	29.38	1.88	-0.54	32.39	77.63	89.54	92.27	27.43	-0.241	-0.212
