TIRF Data File: Project 1464; Run 32
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg C	none	SAE
149.360	39.57	532.75	0.044	4.011	21.954	19.706	84.64	1701.58	149.29	-709.67	-14.85	-33.19	-2.40	-0.21	31.74	67.63	76.88	77.47	28.04	0.114	0.121
149.380	39.58	534.00	0.050	4.014	21.952	19.665	84.70	1641.73	147.62	-698.60	-5.97	-31.61	-2.35	-0.21	31.72	67.63	76.99	77.59	28.04	0.116	0.123
149.400	39.62	535.09	0.047	4.013	21.953	19.645	84.70	1598.73	141.10	-688.18	-4.89	-23.31	-2.32	-0.21	31.75	67.66	77.04	77.68	28.04	0.117	0.125
149.420	39.67	536.26	0.045	4.008	21.957	19.625	84.64	1602.91	136.20	-678.61	-12.51	-16.59	-2.36	-0.20	31.74	67.69	77.10	77.79	28.06	0.119	0.126
149.440	39.74	537.55	0.047	4.011	21.956	19.615	84.64	1656.91	142.26	-684.07	-18.42	-17.02	-2.42	-0.21	31.74	67.72	77.19	77.93	28.03	0.119	0.126
149.460	39.83	538.80	0.044	4.010	21.960	19.611	84.54	1694.10	144.45	-701.56	-17.76	-26.78	-2.41	-0.21	31.71	67.74	77.35	78.16	28.04	0.120	0.127
149.480	39.89	539.66	0.045	4.007	21.962	19.612	84.54	1653.96	142.95	-699.06	-9.92	-33.38	-2.37	-0.20	31.74	67.80	77.52	78.40	28.04	0.120	0.127
149.500	39.95	540.28	0.045	4.010	21.960	19.619	84.54	1587.43	138.40	-688.60	-4.21	-28.58	-2.31	-0.20	31.72	67.86	77.66	78.58	28.03	0.119	0.126
149.520	40.04	540.83	0.041	4.008	21.961	19.643	84.59	1558.51	138.10	-678.07	-7.22	-19.10	-2.30	-0.20	31.72	67.91	77.78	78.74	28.04	0.118	0.125
149.540	40.10	541.61	0.048	4.010	21.958	19.644	84.64	1587.42	136.45	-675.28	-15.92	-14.35	-2.35	-0.20	31.70	68.00	77.88	78.91	28.03	0.118	0.125
149.560	40.16	542.47	0.045	4.013	21.959	19.642	84.54	1650.80	139.03	-689.25	-20.79	-20.44	-2.40	-0.20	31.71	68.11	78.00	79.05	28.37	0.118	0.125
149.580	40.22	543.17	0.050	4.011	21.960	19.647	84.70	1671.61	142.24	-700.46	-14.13	-30.23	-2.39	-0.20	31.67	68.18	78.15	79.26	28.04	0.118	0.125
149.600	40.27	543.56	0.047	4.007	21.962	19.658	84.59	1631.52	140.64	-696.15	-4.05	-30.44	-2.34	-0.20	31.69	68.27	78.29	79.42	28.06	0.117	0.124
149.620	40.30	543.76	0.048	4.011	21.962	19.662	84.54	1592.05	135.62	-679.16	-5.40	-22.59	-2.34	-0.20	31.69	68.34	78.39	79.53	28.03	0.117	0.124
149.640	40.30	544.07	0.048	4.008	21.961	19.653	84.59	1601.45	135.01	-671.39	-12.01	-14.19	-2.39	-0.20	31.68	68.34	78.47	79.64	28.04	0.117	0.124
149.660	40.32	544.58	0.047	4.011	21.962	19.641	84.59	1651.52	139.79	-679.03	-18.57	-15.17	-2.43	-0.21	31.70	68.33	78.59	79.73	28.05	0.118	0.125
149.680	40.31	545.24	0.048	4.000	21.965	19.615	84.59	1694.51	141.52	-696.24	-18.56	-24.31	-2.43	-0.20	31.69	68.25	78.70	79.87	28.30	0.120	0.126
149.700	40.32	545.83	0.042	4.010	21.962	19.596	84.49	1677.29	139.76	-701.81	-8.25	-31.02	-2.39	-0.20	31.69	68.22	78.81	79.96	28.06	0.121	0.127
149.720	40.30	546.18	0.039	4.018	21.957	19.575	84.54	1636.93	133.56	-687.21	-3.90	-27.07	-2.38	-0.19	31.69	68.15	78.93	80.05	28.28	0.122	0.129
149.740	40.25	546.69	0.042	4.005	21.962	19.534	84.54	1621.41	134.09	-673.58	-8.17	-18.57	-2.41	-0.20	31.71	68.12	78.98	80.15	28.05	0.124	0.131
149.760	40.19	547.43	0.047	4.008	21.961	19.480	84.64	1656.45	135.95	-671.12	-16.10	-13.51	-2.47	-0.20	31.71	68.09	79.02	80.21	28.03	0.127	0.134
149.780	40.14	548.48	0.047	4.007	21.965	19.418	84.70	1714.79	140.16	-687.28	-19.26	-19.87	-2.50	-0.20	31.71	68.09	79.13	80.35	28.06	0.131	0.138
149.800	40.07	549.38	0.044	4.013	21.959	19.353	84.59	1723.19	136.31	-700.20	-12.91	-32.11	-2.46	-0.19	31.71	68.18	79.19	80.53	28.37	0.135	0.142
149.820	40.00	550.28	0.051	4.011	21.962	19.287	84.54	1678.72	132.13	-690.17	-4.31	-30.85	-2.43	-0.19	31.74	68.24	79.26	80.72	28.03	0.139	0.145
149.840	39.95	551.02	0.045	4.010	21.960	19.234	84.54	1650.81	124.65	-675.32	-6.27	-23.26	-2.44	-0.18	31.74	68.31	79.33	80.86	28.06	0.142	0.149
149.860	39.89	551.72	0.042	4.013	21.959	19.181	84.54	1668.77	127.46	-667.52	-12.79	-16.17	-2.50	-0.19	31.74	68.42	79.36	80.98	28.02	0.145	0.152
149.880	39.83	552.70	0.048	4.013	21.961	19.120	84.70	1717.69	130.13	-674.02	-20.08	-18.37	-2.55	-0.19	31.74	68.53	79.41	81.12	28.07	0.149	0.155
149.900	39.79	553.56	0.045	4.010	21.962	19.073	84.64	1742.40	127.54	-693.04	-18.24	-28.35	-2.51	-0.18	31.74	68.61	79.52	81.29	28.02	0.151	0.158
149.920	39.77	554.14	0.042	4.010	21.962	19.041	84.54	1700.50	123.52	-694.72	-7.19	-33.59	-2.45	-0.18	31.74	68.74	79.64	81.43	28.05	0.153	0.160
149.940	39.75	554.73	0.042	4.010	21.960	19.012	84.59	1652.73	118.24	-681.75	-2.69	-26.66	-2.42	-0.17	31.73	68.83	79.71	81.56	28.05	0.155	0.162
149.960	39.72	555.28	0.042	4.008	21.963	18.978	84.59	1648.37	115.06	-668.01	-9.29	-19.20	-2.47	-0.17	31.74	68.92	79.80	81.66	28.04	0.157	0.164
149.980	39.70	555.90	0.048	4.010	21.960	18.945	84.54	1694.61	119.34	-668.66	-16.74	-16.19	-2.53	-0.18	31.73	69.01	79.89	81.71	28.05	0.159	0.166
150.000	39.71	556.64	0.051	4.011	21.964	18.929	84.54	1742.79	124.21	-685.59	-18.69	-24.16	-2.54	-0.18	31.73	69.10	80.02	81.88	28.03	0.160	0.167
150.020	39.74	557.15	0.044	4.005	21.964	18.925	84.59	1721.12	122.98	-694.73	-10.47	-34.06	-2.48	-0.18	31.71	69.14	80.20	82.02	28.03	0.161	0.167
150.040	39.76	557.46	0.048	4.008	21.965	18.923	84.44	1655.28	119.26	-685.15	-2.51	-31.79	-2.42	-0.17	31.70	69.21	80.34	82.18	28.04	0.161	0.167
150.060	39.78	557.70	0.047	4.013	21.961	18.927	84.49	1612.87	112.34	-672.17	-5.93	-23.23	-2.40	-0.17	31.72	69.24	80.50	82.27	28.05	0.160	0.167
150.080	39.82	558.32	0.048	4.014	21.958	18.923	84.54	1621.61	114.61	-667.51	-13.17	-15.76	-2.43	-0.17	31.71	69.26	80.61	82.35	28.04	0.160	0.168
158.940	39.91	575.81	-0.004	0.012	21.408	18.391	84.19	2469.17	18.61	-1130.08	20.85	14.47	-2.18	-0.02	31.91	82.40	94.37	95.96	27.97	0.164	0.195
158.960	39.91	575.70	-0.004	0.008	21.408	18.395	84.04	2433.06	15.00	-1121.41	22.75	21.12	-2.17	-0.01	31.92	82.47	94.47	95.91	27.98	0.164	0.195
158.980	39.94	575.70	-0.001	0.008	21.418	18.406	84.09	2437.76	18.35	-1107.49	15.70	27.72	-2.20	-0.02	31.93	82.55	94.46	95.79	27.97	0.164	0.194
159.000	39.95	575.93	-0.001	0.014	21.414	18.403	84.09	2482.60	28.09	-1109.88	9.24	28.35	-2.24	-0.03	31.93	82.64	94.44	95.90	27.99	0.164	0.195
159.020	39.97	576.24	0.000	0.017	21.414	18.403	84.14	2507.39	26.81	-1129.17	9.59	18.98	-2.22	-0.02	31.92	82.68	94.51	96.05	28.00	0.164	0.195
159.040	40.00	576.48	-0.001	0.011	21.417	18.411	84.19	2476.39	17.22	-1135.09	18.61	13.80	-2.18	-0.02	31.93	82.71	94.64	96.16	27.98	0.163	0.194
159.060	40.05	576.56	0.000	0.008	21.420	18.432	84.09	2435.16	15.00	-1126.50	22.80	19.61	-2.16	-0.01	31.93	82.75	94.75	96.07	28.00	0.162	0.193
159.080	40.10	576.52	-0.007	0.015	21.413	18.453	84.14	2426.42	20.96	-1110.38	16.65	26.54	-2.19	-0.02	31.93	82.78	94.74	95.90	27.98	0.160	0.191
159.100	40.14	576.71	-0.001	0.008	21.414	18.468	84.09	2464.18	24.59	-1112.17	10.31	29.24	-2.22	-0.02	31.92	82.81	94.74	95.90	28.00	0.160	0.190
159.120	40.18	576.91	-0.003	0.012	21.406	18.476	84.04	2498.16	25.39	-1128.35	8.28	20.97	-2.21	-0.02	31.92	82.81	94.78	96.05	27.97	0.159	0.190
159.140	40.22	577.10	-0.001	0.012	21.406	18.492	84.14	2473.76	21.31	-1140.20	18.00	12.57	-2.17	-0.02	31.90	82.81	94.82	95.99	27.98	0.158	0.189
159.160	40.25	576.87	-0.003	0.014	21.414	18.512	84.09	2428.86	19.75	-1130.74	23.39	17.01	-2.15	-0.02	31.90	82.83	94.83	95.84	28.30	0.157	0.188
159.180	40.28	576.79	0.001	0.014	21.414	18.527	84.09	2413.90	20.94	-1115.81	18.49	24.49	-2.16	-0.02	31.90	82.84	94.83	95.60	27.98	0.156	0.187
159.200	40.31	576.67	-0.004	0.009	21.413	18.546	83.99	2445.41	23.77	-1110.26	10.50	29.28	-2.20	-0.02	31.89	82.81	94.78	95.51	28.01	0.155	0.185
159.220	40.33	576.67	-0.001	0.008	21.418	18.555	83.99	2481.44	25.31	-1122.96	6.44	23.03	-2.21	-0.02	31.89	82.86	94.77	95.65	27.89	0.154	0.185
159.240	40.32	576.59	0.000	0.014	21.400	18.555	84.04	2466.40	23.94	-1136.55	14.21	13.59	-2.17	-0.02	31.89	82.84	94.78	95.87	27.99	0.153	0.185
159.260	40.30	576.36	0.000	0.009	21.406	18.552	83.99	2420.37	19.06	-1134.74	23.68	15.63	-2.13	-0.02	31.88	82.84	94.72	95.90	27.98	0.154	0.185
159.280	40.27	576.13	-0.001	0.011	21.401	18.547	83.94	2397.11	18.14	-1122.77	21.30	23.17	-2.14	-0.02	31.89	82.86	94.63	95.82	27.98	0.154	0.185
159.300	40.25	575.97	0.000	0.011	21.401	18.539	84.04	2416.18	20.85	-1111.68	12.74	28.18	-2.17	-0.02	31.89	82.84	94.52	95.77	27.99	0.154	0.186
159.320	40.22	575.97	-0.003	0.012	21.402	18.528	83.99	2460.74	26.50	-1120.28	6.68	25.55	-2.20	-0.02	31.89	82.84	94.51	95.91	27.97	0.155	0.186
159.340	40.19	575.93	-0.006	0.011	21.407	18.514	83.99	2461.82	26.67	-1135.02	12.09	15.28	-2.17	-0.02	31.94	82.86	94.58	96.10	27.97	0.156	0.187
159.360	40.16	575.77	-0.004	0.008	21.416	18.506	83.94	2416.66	21.12	-1135.19	22.34	13.80	-2.13	-0.02	31.94	82.86	94.68	96.22	27.98	0.157	0.188
159.380	40.12	575.54	-0.003	0.011	21.413	18.495	83.89	2387.68	15.34	-1125.07	22.45	21.50	-2.12	-0.01	31.95	82.84	94.68	96.27	28.00	0.158	0.189
159.400	40.08	575.35	0.000	0.011	21.405	18.481	83.94	2399.80	19.40	-1110.45	14.17	28.44	-2.16	-0.02	31.97	82.84	94.57	96.29	27.97	0.158	0.189
159.420	40.03	575.31	-0.004	0.012	21.406	18.461	83.99	2444.68	25.03	-1114.00	6.93	27.09	-2.19	-0.02	31.98	82.83	94.52	96.41	27.99	0.160	0.191
159.440	40.00	575.23	-0.003	0.009	21.415	18.451	83.99	2464.39	25.96	-1131.40	10.02	18.03	-2.18	-0.02	32.00	82.75	94.63	96.49	27.99	0.161	0.191
159.460	39.99	575.07	0.001	0.008	21.414	18.449	83.94	2424.45	19.06	-1134.75	20.45	13.45	-2.14	-0.02	32.00	82.58	94.69	96.53	27.99	0.161	0.192
159.480	39.96	574.72	-0.004	0.009	21.402	18.448	83.84	2390.29	15.40	-1124.47	23.28	20.73	-2.13	-0.01	32.02	82.30	94.69	96.47	27.99	0.160	0.192
159.500	39.94	574.41	-0.001	0.009	21.402	18.449	83.94	2389.85	18.01	-1110.66	15.96	28.03	-2.15	-0.02	32.02	82.03	94.61	96.41	27.97	0.160	0.192
159.520	39.94	574.13	0.000	0.009	21.413	18.458	83.94	2428.04	22.92	-1111.18	8.12	28.76	-2.19	-0.02	32.02	81.82	94.54	96.42	28.01	0.160	0.191
159.540	39.97	573.86	-0.004	0.009	21.413	18.480	83.99	2461.35	23.82	-1127.57	8.08	20.34	-2.18	-0.02	32.00	81.69	94.66	96.52	27.98	0.159	0.190
159.560	39.98	573.47	-0.003	0.014	21.406	18.494	83.99	2439.87	21.12	-1137.03	19.88	14.45	-2.15	-0.02	32.02	81.68	94.77	96.46	27.99	0.157	0.189
159.580	39.99	572.92	-0.006	0.009	21.406	18.519	83.84	2402.78	16.20	-1127.23	24.23	18.55	-2.13	-0.01	32.02	81.72	94.88	96.33	27.98	0.156	0.187
159.600	39.99	572.22	-0.001	0.011	21.405	18.543	83.89	2401.45	13.94	-1113.17	17.77	26.69	-2.16	-0.01	32.02	81.74	94.89	96.15	27.98	0.154	0.185
159.620	40.04	571.56	-0.003	0.009	21.404	18.587	83.89	2436.37	18.86	-1109.17	10.21	29.60	-2.20	-0.02	32.00	81.76	94.86	96.05	27.98	0.152	0.183
159.640	40.07	570.97	-0.001	0.011	21.403	18.619	83.94	2475.31	24.54	-1123.89	7.30	23.85	-2.20	-0.02	32.00	81.78	94.91	96.19	27.97	0.150	0.181
159.660	40.11	570.35	-0.001	0.014	21.404	18.656	83.94	2459.94	23.24	-1135.04	16.05	15.13	-2.17	-0.02	32.00	81.75	95.02	96.36	27.99	0.147	0.178
159.680	40.14	569.61	-0.001	0.009	21.404	18.696	83.94	2421.71	17.68	-1131.66	24.13	18.37	-2.14	-0.02	31.98	81.76	95.06	96.27	27.97	0.145	0.176
159.700	40.16	568.75	-0.003	0.012	21.402	18.735	83.89	2410.46	12.61	-1116.39	18.94	25.68	-2.16	-0.01	32.00	81.78	95.08	96.16	27.99	0.142	0.173
159.720	40.18	568.16	-0.001	0.014	21.402	18.761	83.94	2436.82	18.13	-1112.61	12.24	29.63	-2.19	-0.02	31.99	81.76	94.97	96.11	28.00	0.141	0.172
159.740	40.19	567.69	0.001	0.012	21.416	18.783	83.89	2475.75	29.38	-1118.82	6.71	24.99	-2.21	-0.03	31.98	81.76	94.94	96.21	28.01	0.140	0.170
159.760	40.20	567.30	-0.003	0.011	21.415	18.802	83.99	2475.32	27.45	-1136.89	13.02	16.09	-2.18	-0.02	31.96	81.76	94.96	96.33	27.99	0.139	0.169
159.780	40.23	566.87	-0.003	0.009	21.411	18.830	83.94	2431.39	20.49	-1136.59	22.58	15.08	-2.14	-0.02	31.99	81.78	94.97	96.39	27.99	0.137	0.167
159.800	40.25	566.37	0.000	0.014	21.414	18.853	83.94	2400.46	14.65	-1125.68	21.54	22.14	-2.13	-0.01	32.02	81.81	94.94	96.32	27.99	0.136	0.166
159.820	40.25	565.97	0.003	0.015	21.413	18.868	83.99	2411.31	20.08	-1111.91	13.44	27.49	-2.17	-0.02	32.04	81.78	94.89	96.29	27.98	0.135	0.165
159.840	40.23	565.82	-0.004	0.015	21.415	18.865	83.94	2457.48	31.31	-1118.04	7.88	27.30	-2.20	-0.03	32.07	81.75	94.83	96.38	28.00	0.135	0.165
159.860	40.22	565.66	-0.001	0.012	21.416	18.863	84.04	2476.22	30.82	-1136.22	9.82	17.92	-2.18	-0.03	32.08	81.71	94.83	96.49	27.97	0.135	0.165
159.880	40.20	565.31	-0.003	0.014	21.412	18.869	83.89	2439.90	22.49	-1141.12	20.24	14.01	-2.14	-0.02	32.10	81.75	94.75	96.46	27.99	0.135	0.165
159.900	40.18	564.76	0.000	0.009	21.417	18.878	83.94	2398.26	16.82	-1131.82	23.84	19.82	-2.12	-0.01	32.10	81.78	94.66	96.29	27.97	0.134	0.164
159.920	40.16	564.26	-0.001	0.012	21.416	18.884	83.99	2390.57	18.67	-1117.77	16.74	26.20	-2.14	-0.02	32.08	81.84	94.52	96.02	27.98	0.134	0.164
159.940	40.13	563.79	0.003	0.009	21.413	18.887	83.78	2429.70	29.87	-1114.30	9.32	28.79	-2.18	-0.03	32.11	81.88	94.43	95.98	28.00	0.134	0.164
159.960	40.11	563.28	-0.001	0.011	21.407	18.893	83.94	2462.82	34.18	-1128.31	7.23	20.48	-2.18	-0.03	32.10	81.99	94.46	96.10	27.95	0.133	0.164
159.980	40.09	562.66	-0.001	0.002	21.412	18.903	83.89	2440.92	29.54	-1143.63	17.94	12.58	-2.13	-0.03	32.13	82.09	94.47	96.01	27.97	0.133	0.163
160.000	40.08	561.76	-0.001	0.015	21.403	18.931	83.84	2392.87	21.57	-1137.17	24.12	16.38	-2.10	-0.02	32.10	82.15	94.38	95.81	27.94	0.131	0.161
160.020	40.08	560.70	0.000	0.011	21.415	18.966	83.84	2370.24	20.71	-1122.62	19.66	22.94	-2.11	-0.02	32.12	82.15	94.15	95.60	27.90	0.129	0.159
160.040	40.05	559.81	-0.003	0.011	21.417	18.983	83.73	2392.48	25.50	-1114.17	11.20	28.59	-2.15	-0.02	32.12	82.09	93.96	95.45	27.95	0.128	0.158
160.060	40.03	558.91	0.000	0.008	21.416	19.003	83.89	2430.02	35.38	-1125.64	7.50	24.07	-2.16	-0.03	32.10	82.05	93.88	95.50	27.97	0.127	0.157
160.080	40.04	558.13	0.001	0.009	21.417	19.034	83.89	2427.85	32.72	-1142.28	13.37	13.99	-2.13	-0.03	32.10	82.03	93.88	95.56	27.97	0.125	0.155
160.100	40.06	557.07	0.000	0.011	21.409	19.079	83.78	2386.27	22.26	-1143.62	23.63	14.05	-2.09	-0.02	32.10	82.06	93.85	95.51	27.99	0.122	0.152
160.120	40.07	555.94	0.000	0.012	21.404	19.124	83.78	2350.51	17.82	-1129.25	21.78	21.11	-2.08	-0.02	32.09	82.07	93.73	95.39	27.95	0.119	0.149
160.140	40.07	554.96	-0.001	0.015	21.407	19.156	83.89	2350.56	25.24	-1115.37	14.07	27.13	-2.11	-0.02	32.10	81.94	93.65	95.25	27.94	0.118	0.148
160.160	40.08	554.18	-0.001	0.009	21.408	19.187	83.89	2386.52	33.71	-1120.67	8.19	27.51	-2.13	-0.03	32.10	81.87	93.61	95.23	27.95	0.116	0.146
160.180	40.09	553.44	0.001	0.014	21.404	19.217	83.89	2407.39	36.58	-1141.01	9.86	17.75	-2.11	-0.03	32.09	81.74	93.65	95.43	27.93	0.114	0.144
160.200	40.09	552.54	-0.003	0.011	21.419	19.251	83.84	2378.01	22.79	-1144.67	18.02	11.91	-2.08	-0.02	32.08	81.63	93.67	95.37	27.87	0.113	0.142
160.220	40.09	551.61	-0.001	0.014	21.419	19.284	83.84	2335.23	19.10	-1134.25	22.14	17.97	-2.06	-0.02	32.08	81.57	93.59	95.19	27.95	0.111	0.140
160.240	40.07	550.63	-0.001	0.014	21.419	19.309	83.78	2314.22	24.44	-1122.55	19.08	24.99	-2.06	-0.02	32.06	81.53	93.39	94.92	27.96	0.109	0.139
160.260	40.07	549.77	-0.003	0.011	21.423	19.339	83.78	2332.47	30.67	-1117.48	12.00	27.98	-2.09	-0.03	32.06	81.45	93.22	94.81	27.95	0.108	0.137
160.280	40.08	549.15	-0.001	0.009	21.419	19.365	83.78	2370.57	32.89	-1132.84	7.87	22.21	-2.09	-0.03	32.09	81.43	93.20	94.95	27.95	0.106	0.135
160.300	40.09	548.37	-0.001	0.014	21.412	19.395	83.84	2367.20	28.81	-1146.56	14.01	13.24	-2.06	-0.03	32.09	81.43	93.26	95.15	28.09	0.104	0.133
160.320	40.09	547.55	0.001	0.011	21.409	19.424	83.68	2321.80	24.61	-1137.72	21.73	14.30	-2.04	-0.02	32.10	81.47	93.26	95.08	27.93	0.102	0.132
160.340	40.09	546.49	-0.003	0.009	21.411	19.464	83.84	2281.27	26.43	-1127.50	21.82	22.49	-2.02	-0.02	32.08	81.51	93.19	94.88	27.95	0.100	0.129
160.360	40.09	545.67	0.001	0.011	21.415	19.493	83.78	2274.09	28.31	-1119.98	16.26	27.62	-2.03	-0.03	32.10	81.57	93.06	94.63	27.92	0.099	0.128
160.380	40.08	545.05	-0.001	0.011	21.417	19.509	83.84	2311.10	32.51	-1123.64	8.67	27.46	-2.06	-0.03	32.12	81.63	92.95	94.49	27.94	0.098	0.127
160.400	40.09	544.42	0.003	0.012	21.416	19.536	83.84	2341.83	35.48	-1144.11	10.22	17.84	-2.05	-0.03	32.12	81.62	92.98	94.50	27.92	0.096	0.125
160.420	40.11	543.60	0.001	0.009	21.425	19.574	83.73	2322.77	29.39	-1146.14	19.14	13.28	-2.03	-0.03	32.13	81.57	92.94	94.55	27.88	0.095	0.123
160.440	40.11	542.51	-0.004	0.012	21.426	19.616	83.84	2275.03	25.69	-1132.99	22.44	17.92	-2.01	-0.02	32.13	81.48	92.85	94.47	27.90	0.092	0.121
160.460	40.12	541.42	0.000	0.011	21.427	19.660	83.68	2247.95	26.13	-1121.58	18.46	24.90	-2.00	-0.02	32.13	81.31	92.60	94.40	27.85	0.090	0.118
160.480	40.13	540.48	-0.001	0.017	21.422	19.699	83.84	2255.27	32.84	-1117.63	11.06	28.28	-2.02	-0.03	32.13	81.14	92.41	94.35	27.84	0.087	0.116
160.500	40.16	539.62	0.000	0.008	21.428	19.744	83.84	2288.33	35.14	-1134.78	6.83	21.94	-2.02	-0.03	32.12	81.00	92.32	94.30	27.87	0.085	0.113
160.520	40.17	538.72	-0.001	0.011	21.421	19.784	83.78	2301.04	31.85	-1147.57	12.10	13.00	-2.01	-0.03	32.12	80.94	92.32	94.33	27.94	0.083	0.111
160.540	40.18	537.67	-0.004	0.012	21.420	19.825	83.68	2264.77	26.98	-1147.44	22.72	13.35	-1.97	-0.02	32.09	80.88	92.26	94.24	27.92	0.080	0.109
160.560	40.18	536.46	0.000	0.014	21.421	19.874	83.68	2216.06	29.44	-1129.44	22.01	19.89	-1.96	-0.03	32.12	80.86	92.21	94.10	27.93	0.078	0.106
160.580	40.20	535.25	0.003	0.012	21.424	19.928	83.73	2191.60	32.63	-1119.16	15.78	25.65	-1.96	-0.03	32.10	80.80	92.10	93.85	27.93	0.075	0.103
160.600	40.22	534.31	-0.003	0.014	21.421	19.970	83.68	2210.60	33.93	-1124.62	8.80	26.40	-1.97	-0.03	32.13	80.72	92.05	93.70	27.93	0.073	0.101
160.620	40.21	533.69	0.000	0.011	21.427	19.991	83.73	2243.37	36.92	-1142.02	7.75	17.24	-1.96	-0.03	32.15	80.63	91.99	93.71	27.94	0.072	0.100
160.640	40.21	532.94	-0.004	0.011	21.425	20.017	83.68	2234.03	34.31	-1148.65	16.63	10.96	-1.94	-0.03	32.18	80.55	91.93	93.71	27.92	0.070	0.098
160.660	40.20	531.93	0.001	0.012	21.422	20.050	83.68	2184.53	34.15	-1135.47	22.66	14.86	-1.92	-0.03	32.19	80.48	91.84	93.50	27.94	0.068	0.096
160.680	40.19	530.88	0.000	0.011	21.432	20.086	83.63	2140.45	33.14	-1123.52	20.28	21.52	-1.91	-0.03	32.21	80.35	91.71	93.19	27.92	0.067	0.094
160.700	40.15	529.98	0.000	0.018	21.431	20.099	83.68	2133.87	30.04	-1115.01	12.12	26.08	-1.91	-0.03	32.23	80.23	91.54	92.94	27.89	0.066	0.094
160.720	40.11	529.39	-0.001	0.011	21.436	20.104	83.68	2164.25	34.33	-1125.46	5.79	22.48	-1.92	-0.03	32.24	80.07	91.40	92.85	27.94	0.066	0.093
160.740	40.10	528.69	-0.006	0.015	21.437	20.122	83.73	2186.88	41.45	-1145.34	10.76	12.36	-1.91	-0.04	32.25	79.92	91.31	92.94	27.94	0.065	0.093
160.760	40.09	527.87	-0.001	0.018	21.437	20.148	83.63	2157.49	35.91	-1143.99	19.67	9.64	-1.89	-0.03	32.24	79.80	91.20	92.80	28.08	0.064	0.091
160.780	40.06	526.82	0.001	0.012	21.432	20.175	83.68	2099.42	30.86	-1131.31	23.32	16.11	-1.86	-0.03	32.27	79.71	91.05	92.55	27.92	0.062	0.090
160.800	40.04	525.76	0.009	0.014	21.429	20.203	83.63	2057.93	30.47	-1119.12	18.08	21.53	-1.84	-0.03	32.28	79.65	90.80	92.27	27.93	0.061	0.088
160.820	40.01	524.90	-0.009	0.011	21.442	20.225	83.58	2059.72	35.18	-1115.41	10.16	25.18	-1.85	-0.03	32.27	79.59	90.52	92.07	27.93	0.060	0.087
160.840	39.98	524.16	-0.003	0.009	21.439	20.237	83.68	2087.21	43.59	-1130.31	6.31	19.09	-1.85	-0.04	32.28	79.56	90.35	92.03	28.25	0.059	0.086
160.860	39.97	523.38	0.001	0.014	21.433	20.260	83.68	2086.55	42.98	-1148.95	13.07	9.62	-1.82	-0.04	32.28	79.56	90.19	92.04	27.92	0.058	0.085
160.880	39.96	522.36	0.000	0.011	21.448	20.294	83.58	2029.57	35.96	-1143.25	21.94	9.37	-1.78	-0.03	32.31	79.59	90.10	91.81	27.92	0.057	0.083
160.900	39.96	521.15	0.001	0.008	21.447	20.342	83.63	1963.41	32.13	-1130.05	23.11	17.13	-1.74	-0.03	32.31	79.59	89.94	91.55	27.94	0.054	0.081
160.920	39.96	520.06	-0.001	0.005	21.451	20.384	83.43	1923.77	34.57	-1114.77	15.62	22.03	-1.73	-0.03	32.31	79.55	89.80	91.27	28.19	0.052	0.078
160.940	39.96	519.16	0.000	0.012	21.434	20.420	83.53	1930.88	39.18	-1115.55	8.49	22.85	-1.73	-0.04	32.32	79.54	89.65	91.08	27.93	0.050	0.077
160.960	39.98	518.54	0.000	0.012	21.438	20.456	83.58	1955.30	44.12	-1139.66	7.69	15.28	-1.72	-0.04	32.32	79.51	89.51	91.07	27.92	0.048	0.075
160.980	40.01	517.80	0.003	0.011	21.436	20.500	83.48	1940.60	40.07	-1151.66	14.97	7.13	-1.69	-0.03	32.31	79.42	89.40	90.99	27.94	0.046	0.072
161.000	40.05	516.98	-0.001	0.009	21.441	20.554	83.48	1877.53	32.95	-1139.11	21.64	9.95	-1.65	-0.03	32.31	79.33	89.28	90.86	27.92	0.043	0.070
161.020	40.08	515.96	0.003	0.008	21.441	20.611	83.43	1812.99	35.36	-1124.96	22.60	16.61	-1.61	-0.03	32.28	79.24	89.11	90.71	27.94	0.040	0.067
161.040	40.11	515.14	0.006	0.011	21.442	20.658	83.48	1788.53	36.42	-1110.74	15.73	22.37	-1.61	-0.03	32.30	79.08	88.95	90.55	27.92	0.038	0.064
161.060	40.16	514.67	0.006	0.012	21.442	20.701	83.43	1802.72	40.48	-1116.81	9.42	21.57	-1.61	-0.04	32.29	78.81	88.80	90.46	27.93	0.036	0.062
161.080	40.19	514.20	0.020	0.012	21.450	20.739	83.53	1825.63	42.65	-1140.30	9.09	13.82	-1.60	-0.04	32.29	78.47	88.67	90.43	27.94	0.034	0.060
161.100	40.22	513.58	-0.004	0.011	21.454	20.779	83.53	1797.56	41.33	-1148.18	17.66	6.71	-1.57	-0.04	32.28	78.19	88.56	90.35	27.93	0.032	0.058
161.120	40.26	512.80	-0.001	0.015	21.452	20.830	83.43	1726.93	31.97	-1130.95	22.34	10.44	-1.53	-0.03	32.28	77.93	88.44	90.21	27.95	0.030	0.055
