,0
0.0001,0.039597988670154204
0.07517497497497498,1.0858835684223473
0.15024994994994995,1.5354203562417708
0.22532492492492492,1.8806079894490786
0.3003998998998999,2.171786387910174
0.37547487487487485,2.4284615618203005
0.45054984984984986,2.6606381774368555
0.5256248248248249,2.8742593396159526
0.6006997997997998,3.0731970410813494
0.6757747747747748,3.260140517481675
0.7508497497497497,3.4370475629935444
0.8259247247247248,3.605395970159527
0.9009996996996997,3.766333685095669
0.9760746746746747,3.920773483445462
1.0511496496496497,4.069455335341035
1.1262246246246246,4.212988994018311
1.2012995995995996,4.351883971838417
1.2763745745745747,4.486571188884129
1.3514495495495495,4.6174189581617435
1.4265245245245246,4.74474501926997
1.5015994994994994,4.868825752558113
1.5766744744744745,4.989903341411373
1.6517494494494496,5.1081914148994425
1.7268244244244244,5.2238795471819595
1.8018993993993995,5.337136884614598
1.8769743743743745,5.448115098735024
1.9520493493493494,5.556950812200411
2.0271243243243244,5.6637676082700255
2.1021992992992997,5.768677708005605
2.1772742742742746,5.8717833799670185
2.2523492492492494,5.973178132766216
2.3274242242242247,6.072947730006738
2.4024991991991995,6.171171058904503
2.4775741741741744,6.267920877570616
2.5526491491491496,6.363264461048186
2.6277241241241245,6.457264162378029
2.7027990990990993,6.549977901964157
2.7778740740740746,6.641459596127971
2.8529490490490494,6.731759533838317
2.9280240240240243,6.820924709075927
3.003098998998999,6.908999115054531
3.0781739739739744,6.996024005515286
3.1532489489489492,7.082038127488404
3.228323923923924,7.167077929239431
3.3033988988988994,7.251177746558464
3.378473873873874,7.334369970086272
3.453548848848849,7.41668519598414
3.5286238238238243,7.498152361929659
3.603698798798799,7.578798870147966
3.678773773773774,7.6586506989573655
3.7538487487487493,7.737732504112982
3.828923723723724,7.816067711065946
3.903998698698699,7.893678599113773
3.9790736736736743,7.9705863782961455
4.054148648648648,8.046811259785962
4.1292236236236235,8.122372520435635
4.204298598598599,8.1972885620609
4.279373573573573,8.27157696597707
4.3544485485485485,8.345254543244218
4.429523523523524,8.418337381026712
4.504598498498498,8.490840885428097
4.579673473473473,8.562779821123355
4.654748448448449,8.63416834807625
4.729823423423423,8.705020055599622
4.804898398398398,8.77534799398976
4.879973373373374,8.845164703942737
4.955048348348348,8.914482243939776
5.030123323323323,8.983312215770432
5.105198298298299,9.051665788345963
5.180273273273273,9.119553719940813
5.255348248248248,9.186986378987159
5.330423223223224,9.25397376353585
5.405498198198198,9.320525519486829
5.480573173173173,9.38665095768274
5.555648148148149,9.45235906995116
5.630723123123123,9.517658544173427
5.705798098098098,9.58255777845121
5.7808730730730735,9.64706489443603
5.855948048048048,9.711187749881312
5.931023023023023,9.774933950471704
6.006097997997998,9.838310860979854
6.081172972972973,9.901325615796758
6.156247947947948,9.96398512887815
6.231322922922923,10.02629610314599
6.306397897897898,10.088265039381122
6.381472872872873,10.149898244640282
6.4565478478478475,10.211201840228247
6.531622822822823,10.272181769253462
6.606697797797798,10.33284380379345
6.6817727727727725,10.393193551694342
6.756847747747748,10.453236463027102
6.831922722722723,10.51297783622137
6.9069976976976974,10.572422823896401
6.982072672672673,10.631576438407139
7.057147647647648,10.690443557122283
7.132222622622622,10.749028927449974
7.207297597597598,10.807337171625697
7.282372572572573,10.865372791276004
7.357447547547547,10.923140171770745
7.432522522522523,10.980643586375646
7.507597497497498,11.037887200216344
7.582672472472472,11.094875074064195
7.657747447447448,11.15161116795356
7.732822422422423,11.208099344639653
7.807897397397397,11.264343372905454
7.882972372372373,11.320346930725622
7.958047347347348,11.376113608294945
8.033122322322322,11.431646910928293
8.108197297297297,11.486950261838725
8.183272272272273,11.542027004799897
8.258347247247247,11.596880406698606
8.333422222222222,11.651513659983028
8.408497197197198,11.7059298850117
8.483572172172172,11.760132132308213
8.558647147147147,11.814123384726132
8.633722122122123,11.867906559528532
8.708797097097097,11.92148451038615
8.783872072072072,11.974860029298092
8.858947047047048,12.02803584843869
8.934022022022022,12.081014641933901
9.009096996996997,12.13379902757064
9.084171971971973,12.186391568441945
9.159246946946947,12.238794774531017
9.234321921921921,12.291011104236844
9.309396896896898,12.343042965843997
9.384471871871872,12.394892718939115
9.459546846846846,12.446562675776393
9.534621821821823,12.498055102594313
9.609696796796797,12.549372220885703
9.684771771771771,12.600516208623176
9.759846746746748,12.6514892014418
9.834921721721722,12.702293293780832
9.909996696696696,12.75293053998623
9.985071671671673,12.803402955375581
10.060146646646647,12.853712517266992
10.135221621621621,12.903861165973412
10.210296596596597,12.953850805763823
10.285371571571572,13.003683305792608
10.360446546546546,13.053360500998382
10.435521521521522,13.10288419297353
10.510596496496497,13.152256150805545
10.585671471471471,13.201478111891355
10.660746446446447,13.250551782725632
10.735821421421422,13.299478839664113
10.810896396396396,13.348260929662889
10.885971371371372,13.396899670994593
10.961046346346347,13.445396653942332
11.036121321321321,13.493753441472247
11.111196296296297,13.541971569885446
11.186271271271272,13.590052549450125
11.261346246246246,13.637997865014574
11.336421221221222,13.685808976601809
11.411496196196197,13.73348731998643
11.486571171171171,13.78103430725442
11.561646146146147,13.828451327346473
11.636721121121122,13.875739746585412
11.711796096096096,13.922900909188304
11.786871071071072,13.969936137763783
11.861946046046047,14.016846733795113
11.937021021021021,14.063633978109467
12.012095995995995,14.110299131333946
12.087170970970972,14.156843434338729
12.162245945945946,14.203268108667842
12.23732092092092,14.24957435695795
12.312395895895897,14.295763363345584
12.387470870870871,14.341836293863164
12.462545845845845,14.387794296824236
12.537620820820822,14.433638503198233
12.612695795795796,14.479370026975145
12.68777077077077,14.52498996552041
12.762845745745746,14.570499399920331
12.83792072072072,14.615899395318362
12.912995695695695,14.6611910012425
12.988070670670671,14.706375251924165
13.063145645645646,14.751453166608696
13.13822062062062,14.79642574985788
13.213295595595596,14.84129399184464
13.28837057057057,14.88605886864022
13.363445545545545,14.930721342494024
13.438520520520521,14.975282362106407
13.513595495495496,15.01974286289456
13.58867047047047,15.06410376725179
13.663745445445446,15.108365984800297
13.73882042042042,15.152530412637722
13.813895395395395,15.196597935577602
13.888970370370371,15.240569426383978
